,bw_avg,bw_std
118,12499.999999999985,3081.5818644927253
119,12500.000000000005,4301.5619051477
120,12499.999999999993,4202.531941305304
121,12499.999999999989,3940.5273297147387
122,12500.000000000015,4821.961608329859
123,12500.000000000007,5320.71253795218
124,12500.000000000013,5903.314596084663
125,12500.000000000002,5804.587462091682
126,12499.999999999996,5927.089422338304
127,12500.000000000013,3446.416344500352
128,12499.999999999978,3830.0782415831995
129,12499.999999999996,5132.643460000667
130,12499.999999999989,4775.90844880222
131,12499.999999999985,4622.00062407301
132,12499.999999999989,4590.477691613213
133,12500.00000000001,4730.899421685293
134,12500.00000000002,5055.618042504917
135,12500.000000000015,5236.346952659052
136,12500.000000000002,4306.064322282802
137,12500.000000000004,4966.272125856892
138,12499.999999999998,4915.678504765101
139,12499.999999999989,5126.71525970813
140,12499.999999999938,5835.148661894693
141,12500.000000000018,4994.972257673193
142,12499.999999999995,4874.469891299966
143,12500.000000000013,4599.741290247822
144,12500.000000000033,4727.961843146976
145,12500.00000000001,4995.79253693202
146,12500.000000000018,5116.183272619029
147,12499.999999999995,5618.35018663511
148,12500.000000000002,5665.453546111275
149,12500.000000000007,5551.416380433744
150,12499.999999999996,5214.550809840789
151,12499.999999999993,5245.59875254222
152,12499.999999999975,7243.622213152712
153,12499.999999999993,8374.13158053948
154,12500.0,8856.33273884959
155,12500.0,9365.30142918506
156,12499.999999999995,8502.120242965202
157,12499.99999999999,7147.151162922194
158,12500.000000000015,6178.358155013688
159,12500.000000000035,4532.421702439919
160,12500.00000000001,4349.09337857776
161,12500.000000000002,4326.262018721706
162,12500.0,6065.252401150788
163,12500.000000000018,5668.494279764731
164,12500.000000000018,5107.6037036885145
165,12500.00000000001,5460.094298482387
166,12500.000000000027,4413.256943521847
167,12499.99999999997,4783.058746622617
168,12499.999999999996,4888.634259941985
169,12500.000000000004,5321.35098853019
170,12499.999999999996,6585.192537919454
171,12499.999999999976,7632.290520495559
172,12500.000000000011,6222.036303224029
173,12500.000000000005,5886.517711100756
174,12500.0,6068.0760330619305
175,12500.000000000025,6209.270477061785
176,12500.000000000016,6317.879526363668
177,12500.00000000001,5896.6346152300075
178,12499.999999999995,5247.005791888162
179,12499.99999999996,6484.692526163938
180,12499.999999999989,6538.4626705136025
181,12499.99999999999,4519.6638107184635
182,12500.000000000004,4571.836280406093
183,12500.000000000011,4966.283847630735
184,12500.000000000011,4255.543252306057
185,12500.0,5435.6652806141865
186,12499.999999999989,5623.059865429447
187,12499.999999999989,6974.998734213799
188,12500.000000000011,8237.160823312886
189,12500.0,8228.491989875598
190,12499.999999999955,9100.047736620438
191,12499.999999999975,7199.075616977645
192,12499.999999999985,8492.352990124597
193,12499.99999999998,7836.227124444254
194,12499.99999999999,7166.40229515542
195,12499.99999999999,5821.96420164163
196,12500.000000000025,5050.926845573177
197,12500.00000000001,5087.123895039505
198,12500.000000000031,5265.539462235811
199,12500.000000000011,5500.325063891258
200,12499.999999999956,5861.9879898125755
201,12499.99999999997,5164.590882335641
202,12499.999999999989,4254.094376829302
203,12499.999999999985,5116.557612008809
204,12499.999999999995,4463.800551968107
205,12500.00000000001,5420.977510071555
206,12500.0,5258.382820302127
207,12500.000000000033,5492.645744344442
208,12500.000000000022,3334.762680540515
209,12500.000000000025,3508.548953443248
210,12499.99999999998,4380.152700805717
211,12499.999999999996,4313.121849807236
212,12500.000000000013,5048.245317351361
213,12499.999999999967,5165.616868890286
214,12500.000000000031,6892.514724014652
215,12500.00000000004,6394.11439057999
216,12499.999999999975,4949.314290294647
217,12500.000000000025,5532.760364910741
218,12499.999999999996,5433.864352182919
219,12500.000000000011,4792.576738621793
220,12499.999999999984,4461.758900807109
221,12500.000000000004,3899.3559726785943
222,12499.999999999993,4336.126495824027
223,12499.999999999993,4347.963803816763
224,12499.999999999989,4698.932228022479
225,12500.000000000022,4864.908901968812
226,12500.000000000011,5771.162087929181
227,12499.999999999989,5406.346679253377
228,12500.000000000013,5454.4600662572275
229,12500.000000000005,4820.747185232106
230,12499.999999999955,4060.651697399138
231,12500.000000000007,5063.353823764826
232,12499.999999999996,4375.935922841158
233,12499.999999999996,4357.044938888007
234,12500.000000000005,4918.948263686913
235,12499.999999999989,3548.895920704558
236,12499.999999999993,3538.191597518
237,12499.999999999945,4717.867817802636
238,12499.999999999995,5517.570773278405
239,12499.999999999984,5529.372345006039
240,12499.999999999989,4637.053626439042
241,12499.999999999975,4859.683646337874
242,12500.000000000015,5132.70811562868
243,12500.000000000031,5022.772319283518
244,12500.000000000016,4303.271516771391
245,12500.000000000015,3597.5592449023006
246,12499.999999999965,6433.405070998549
247,12499.999999999975,7979.4136307194785
248,12499.999999999976,8774.511152559211
249,12499.999999999973,7212.846464420934
250,12499.999999999975,6417.630099748596
251,12499.999999999973,6635.542942091176
252,12499.999999999976,8322.737606712273
253,12499.999999999989,7464.0164190766845
254,12499.999999999998,8151.465323421421
255,12500.000000000004,8208.67718785365
256,12499.999999999976,8365.619965810005
257,12500.00000000001,8383.19809492975
258,12500.000000000016,4595.69864809353
259,12499.999999999993,4447.456747919701
260,12500.000000000002,6642.247804326972
261,12500.000000000007,7194.872612591441
262,12499.999999999998,5041.012511756319
263,12499.999999999996,6588.177879719681
264,12500.000000000016,5602.869340623231
265,12499.99999999999,6522.9225583505895
266,12499.999999999995,6168.268916110709
267,12499.99999999999,6613.09503231906
268,12500.000000000004,6507.89860966592
269,12500.000000000005,7714.658892803405
270,12500.000000000005,6177.4639914612135
271,12500.00000000001,5366.035111319052
272,12500.0,6962.506394148539
273,12499.999999999996,6350.921449631981
274,12500.000000000004,6160.733185764789
275,12500.000000000004,9258.692024912223
276,12500.0,5405.22834627717
277,12499.999999999985,6456.326491130432
278,12499.99999999999,4958.653783359846
279,12499.999999999987,8085.597363740409
280,12499.999999999998,6040.547723742062
281,12500.000000000004,5171.163998519177
282,12499.99999999999,5580.822415562395
283,12500.000000000007,4326.49111517191
284,12499.999999999993,6025.114409146497
285,12500.000000000002,6088.432461461017
286,12499.999999999993,4214.105325293822
287,12500.000000000002,6064.671201922712
288,12500.000000000005,5776.620706067981
289,12500.000000000002,7068.235815043568
290,12499.999999999989,5752.012106373283
291,12500.000000000015,6145.860493431152
292,12499.999999999998,6234.8375226452645
293,12499.99999999999,5395.717967406824
294,12499.999999999985,5109.246597330224
295,12499.999999999985,5157.665954666117
296,12499.999999999995,5431.361441607353
297,12500.000000000004,3976.108655835093
298,12499.999999999993,6324.928915382512
299,12500.00000000001,8040.70977668755
300,12500.000000000002,5558.274736644333
301,12499.999999999996,6442.700634940584
302,12499.999999999995,5281.415325969428
303,12499.999999999995,3918.4451445085074
304,12499.999999999982,5701.043259056211
305,12499.999999999993,6428.696022217659
306,12499.999999999996,6797.789362868339
307,12499.999999999978,6737.139369000271
308,12500.00000000001,10184.653880612272
309,12500.00000000001,9670.895040715704
